Teams,Coordinates,Longitude,Latitude
Bills,"-77.580355, 43.026793",-77.580355, 43.026793
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Bills,"-88.399452, 42.168411",-88.399452, 42.168411
Ravens,"-73.197255, 40.79551",-73.197255, 40.79551
Bills,"-73.197255, 40.79551",-73.197255, 40.79551
Seahawks,"-122.336103, 47.145624",-122.336103, 47.145624
Saints,"-121.300453, 37.768376",-121.300453, 37.768376
49ers,"-121.300453, 37.768376",-121.300453, 37.768376
Saints,"-81.279749, 29.769177",-81.279749, 29.769177
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Chiefs,"-77.119401, 38.801826",-77.119401, 38.801826
Eagles,"-77.119401, 38.801826",-77.119401, 38.801826
Chiefs,"-76.019523, 40.324693",-76.019523, 40.324693
Eagles,"-76.019523, 40.324693",-76.019523, 40.324693
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Giants,"-71.134552, 42.372753",-71.134552, 42.372753
Saints,"-97.233811, 32.586565",-97.233811, 32.586565
Lions,"-78.528507, 38.009553",-78.528507, 38.009553
49ers,"18.318033, -34.35839",18.318033, -34.35839
Dolphins,"-71.548521, 46.730765",-71.548521, 46.730765
Saints,"-88.080159, 30.830043",-88.080159, 30.830043
Bills,"-75.9671, 41.230558",-75.9671, 41.230558
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Saints,"-98.778559, 29.141956",-98.778559, 29.141956
Steelers,"-74.994551, 40.048711",-74.994551, 40.048711
Saints,"-81.735946, 38.801044",-81.735946, 38.801044
49ers,"-81.735946, 38.801044",-81.735946, 38.801044
Saints,"-104.92104, 39.322269",-104.92104, 39.322269
49ers,"-104.92104, 39.322269",-104.92104, 39.322269
Saints,"-72.752943, 41.494706",-72.752943, 41.494706
Steelers,"-84.820309, 38.403186",-84.820309, 38.403186
Rams,"-105.148074, 40.47168",-105.148074, 40.47168
Dolphins,"-74.120861, 40.788991",-74.120861, 40.788991
Saints,"-97.538285, 32.569477",-97.538285, 32.569477
Saints,"-97.187543, 33.128938",-97.187543, 33.128938
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-106.645646, 25.837092",-106.645646, 25.837092
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
Saints,"-82.06917, 41.346019",-82.06917, 41.346019
Saints,"-122.34266, 37.699279",-122.34266, 37.699279
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Saints,"-79.76259, 40.477383",-79.76259, 40.477383
49ers,"-73.962582, 40.541722",-73.962582, 40.541722
Saints,"-71.011197, 42.343839",-71.011197, 42.343839
Saints,"-122.34266, 37.699279",-122.34266, 37.699279
Saints,"-97.187543, 33.128938",-97.187543, 33.128938
Browns,"-73.962582, 40.541722",-73.962582, 40.541722
Saints,"-80.731463, 28.142537",-80.731463, 28.142537
Bears,"-79.76259, 40.477383",-79.76259, 40.477383
Saints,"-80.731463, 28.142537",-80.731463, 28.142537
Saints,"-76.334287, 36.820791",-76.334287, 36.820791
Ravens,"-76.529818, 39.222702",-76.529818, 39.222702
Bills,"-76.529818, 39.222702",-76.529818, 39.222702
Falcons,"-90.221926, 29.881335",-90.221926, 29.881335
Saints,"-90.221926, 29.881335",-90.221926, 29.881335
49ers,"-122.790065, 45.421863",-122.790065, 45.421863
Saints,"-80.731463, 28.142537",-80.731463, 28.142537
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Bills,"-75.9671, 41.230558",-75.9671, 41.230558
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Chiefs,"-83.694776, 41.580375",-83.694776, 41.580375
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-90.256583, 30.396707",-90.256583, 30.396707
Saints,"-90.846026, 29.709461",-90.846026, 29.709461
Browns,"-84.820309, 38.403186",-84.820309, 38.403186
Saints,"-111.107896, 32.297257",-111.107896, 32.297257
Saints,"-75.076284, 39.401507",-75.076284, 39.401507
Ravens,"-74.041878, 40.570842",-74.041878, 40.570842
Chiefs,"-74.041878, 40.570842",-74.041878, 40.570842
Patriots,"-74.041878, 40.570842",-74.041878, 40.570842
Buccaneers,"-80.095586, 40.36158",-80.095586, 40.36158
Saints,"-97.233811, 32.586565",-97.233811, 32.586565
Texans,"-80.267456, 40.428384",-80.267456, 40.428384
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Ravens,"-74.041878, 40.570842",-74.041878, 40.570842
Chiefs,"-74.041878, 40.570842",-74.041878, 40.570842
Patriots,"-74.041878, 40.570842",-74.041878, 40.570842
Chiefs,"-118.192945, 34.008017",-118.192945, 34.008017
Patriots,"-118.192945, 34.008017",-118.192945, 34.008017
Bills,"-78.832497, 42.948903",-78.832497, 42.948903
Broncos,"-96.736596, 33.066464",-96.736596, 33.066464
Saints,"-87.753372, 30.239427",-87.753372, 30.239427
Saints,"-89.853527, 30.235705",-89.853527, 30.235705
Saints,"-111.107896, 32.297257",-111.107896, 32.297257
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Bills,"-79.76259, 40.477383",-79.76259, 40.477383
Chiefs,"-117.523867, 33.85216",-117.523867, 33.85216
Patriots,"-117.523867, 33.85216",-117.523867, 33.85216
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Browns,"-152.455159, 57.771608",-152.455159, 57.771608
Cowboys,"-96.932509, 33.048438",-96.932509, 33.048438
Chiefs,"-80.519851, 39.719801",-80.519851, 39.719801
Browns,"-90.137908, 29.889574",-90.137908, 29.889574
Chiefs,"-71.289373, 42.014991",-71.289373, 42.014991
Patriots,"-71.289373, 42.014991",-71.289373, 42.014991
Colts,"-82.758209, 27.694323",-82.758209, 27.694323
Saints,"-95.078859, 29.704685",-95.078859, 29.704685
Browns,"-80.321683, 25.70904",-80.321683, 25.70904
Chiefs,"-74.25136, 40.679997",-74.25136, 40.679997
Patriots,"-74.25136, 40.679997",-74.25136, 40.679997
Saints,"-89.995787, 29.925458",-89.995787, 29.925458
Texans,"-71.548521, 46.730765",-71.548521, 46.730765
Dolphins,"-71.548521, 46.730765",-71.548521, 46.730765
Saints,"-71.548521, 46.730765",-71.548521, 46.730765
Jets,"-71.548521, 46.730765",-71.548521, 46.730765
Texans,"-84.576827, 33.647503",-84.576827, 33.647503
Saints,"-95.078859, 29.704685",-95.078859, 29.704685
Packers,"-89.080479, 42.613559",-89.080479, 42.613559
Saints,"-89.995787, 29.925458",-89.995787, 29.925458
Buccaneers,"-80.095586, 40.36158",-80.095586, 40.36158
Saints,"-122.220382, 48.019961",-122.220382, 48.019961
49ers,"-122.220382, 48.019961",-122.220382, 48.019961
Saints,"-111.842244, 33.204608",-111.842244, 33.204608
49ers,"-111.842244, 33.204608",-111.842244, 33.204608
Saints,"-104.910562, 38.741142",-104.910562, 38.741142
Texans,"-74.026675, 40.683935",-74.026675, 40.683935
Cowboys,"-94.310407, 35.189247",-94.310407, 35.189247
Chiefs,"-94.310407, 35.189247",-94.310407, 35.189247
Patriots,"-94.310407, 35.189247",-94.310407, 35.189247
Broncos,"-84.386548, 30.365093",-84.386548, 30.365093
Texans,"-84.386548, 30.365093",-84.386548, 30.365093
Saints,"-84.498084, 42.247192",-84.498084, 42.247192
Raiders,"-80.143944, 35.802886",-80.143944, 35.802886
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Bills,"-76.711521, 39.197211",-76.711521, 39.197211
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Browns,"-93.938883, 32.332455",-93.938883, 32.332455
Eagles,"-117.678196, 33.677439",-117.678196, 33.677439
Ravens,"-77.119401, 38.801826",-77.119401, 38.801826
Eagles,"-75.788756, 38.45104",-75.788756, 38.45104
Ravens,"-95.823268, 29.522325",-95.823268, 29.522325
Bills,"-80.344061, 41.984807",-80.344061, 41.984807
Browns,"-80.612737, 28.114562",-80.612737, 28.114562
Packers,"-88.062176, 44.501328",-88.062176, 44.501328
Ravens,"-93.846184, 41.528008",-93.846184, 41.528008
Bills,"-93.846184, 41.528008",-93.846184, 41.528008
Packers,"-93.846184, 41.528008",-93.846184, 41.528008
Redskins,"-93.846184, 41.528008",-93.846184, 41.528008
Steelers,"-112.262779, 33.527683",-112.262779, 33.527683
Ravens,"-119.172179, 35.255821",-119.172179, 35.255821
Bears,"-73.701496, 40.582128",-73.701496, 40.582128
Chiefs,"-92.889433, 42.491921",-92.889433, 42.491921
Steelers,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Bears,"-74.795183, 41.029819",-74.795183, 41.029819
Packers,"-74.795183, 41.029819",-74.795183, 41.029819
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Ravens,"-96.794132, 40.24185",-96.794132, 40.24185
Browns,"-77.119401, 38.801826",-77.119401, 38.801826
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Ravens,"-95.823268, 29.522325",-95.823268, 29.522325
Rams,"-95.823268, 29.522325",-95.823268, 29.522325
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Bills,"-78.797966, 42.724114",-78.797966, 42.724114
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-104.92104, 39.322269",-104.92104, 39.322269
Ravens,"-76.667184, 39.371735",-76.667184, 39.371735
Redskins,"-76.667184, 39.371735",-76.667184, 39.371735
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Bears,"-74.795183, 41.029819",-74.795183, 41.029819
Packers,"-74.795183, 41.029819",-74.795183, 41.029819
Bills,"-79.855165, 42.192986",-79.855165, 42.192986
Bills,"-76.180166, 43.136253",-76.180166, 43.136253
Steelers,"-72.007302, 17.470156",-72.007302, 17.470156
Ravens,"-90.237612, 29.968359",-90.237612, 29.968359
Saints,"-97.233811, 32.586565",-97.233811, 32.586565
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Texans,"-106.645646, 25.837092",-106.645646, 25.837092
Browns,"-80.321683, 25.70904",-80.321683, 25.70904
Chiefs,"-75.788756, 38.45104",-75.788756, 38.45104
Patriots,"-75.788756, 38.45104",-75.788756, 38.45104
Eagles,"-75.788756, 38.45104",-75.788756, 38.45104
Falcons,"-97.186747, 32.530915",-97.186747, 32.530915
Ravens,"-97.186747, 32.530915",-97.186747, 32.530915
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
49ers,"-97.034184, 32.771786",-97.034184, 32.771786
Ravens,"-81.777029, 38.933941",-81.777029, 38.933941
Saints,"-97.928935, 30.127892",-97.928935, 30.127892
Broncos,"-1.393162, 53.001116",-1.393162, 53.001116
49ers,"-91.655009, 30.146096",-91.655009, 30.146096
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Saints,"-95.078859, 29.704685",-95.078859, 29.704685
Saints,"-113.71368, 53.395531",-113.71368, 53.395531
Browns,"-76.767088, 39.094164",-76.767088, 39.094164
Cowboys,"-76.767088, 39.094164",-76.767088, 39.094164
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Seahawks,"-122.395871, 47.777628",-122.395871, 47.777628
Patriots,"-85.665318, 42.854479",-85.665318, 42.854479
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Eagles,"126.778221, 36.910805",126.778221, 36.910805
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-95.078859, 29.704685",-95.078859, 29.704685
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Saints,"-122.069956, 37.454962",-122.069956, 37.454962
49ers,"18.318033, -34.35839",18.318033, -34.35839
Saints,"-80.321229, 25.733083",-80.321229, 25.733083
Eagles,"-81.188663, 31.922596",-81.188663, 31.922596
Saints,"-84.493659, 42.176663",-84.493659, 42.176663
Cowboys,"-1.851902, 51.535198",-1.851902, 51.535198
Saints,"-1.851902, 51.535198",-1.851902, 51.535198
Browns,"-84.576827, 33.647503",-84.576827, 33.647503
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Seahawks,"-122.395871, 47.777628",-122.395871, 47.777628
Saints,"-73.545122, 41.352784",-73.545122, 41.352784
Browns,"-84.576827, 33.647503",-84.576827, 33.647503
Saints,"-117.637862, 34.077184",-117.637862, 34.077184
Saints,"-118.250227, 33.732905",-118.250227, 33.732905
49ers,"-91.655009, 30.146096",-91.655009, 30.146096
Cowboys,"-74.272496, 40.992314",-74.272496, 40.992314
Ravens,"-95.823268, 29.522325",-95.823268, 29.522325
Rams,"-95.823268, 29.522325",-95.823268, 29.522325
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
Patriots,"-84.120656, 35.663386",-84.120656, 35.663386
Saints,"-84.120656, 35.663386",-84.120656, 35.663386
49ers,"-84.120656, 35.663386",-84.120656, 35.663386
Broncos,"-1.393162, 53.001116",-1.393162, 53.001116
49ers,"-90.881732, 29.753203",-90.881732, 29.753203
Eagles,"-82.403523, 28.169963",-82.403523, 28.169963
Cowboys,"-96.932509, 33.048438",-96.932509, 33.048438
Saints,"-86.348441, 39.631677",-86.348441, 39.631677
49ers,"-102.8322, 46.84707",-102.8322, 46.84707
Saints,"-97.168665, 32.822102",-97.168665, 32.822102
Saints,"-118.37032, 34.14263",-118.37032, 34.14263
49ers,"-118.37032, 34.14263",-118.37032, 34.14263
Falcons,"-76.22808, 36.672684",-76.22808, 36.672684
Jets,"-76.22808, 36.672684",-76.22808, 36.672684
Falcons,"-90.881732, 29.753203",-90.881732, 29.753203
Bills,"-119.172179, 35.255821",-119.172179, 35.255821
Cowboys,"-119.172179, 35.255821",-119.172179, 35.255821
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Bills,"-91.655009, 30.146096",-91.655009, 30.146096
Saints,"-77.001308, 38.760754",-77.001308, 38.760754
49ers,"-77.001308, 38.760754",-77.001308, 38.760754
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-87.940033, 41.644102",-87.940033, 41.644102
Saints,"-106.645646, 25.837092",-106.645646, 25.837092
Giants,"-122.514926, 37.708075",-122.514926, 37.708075
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
Saints,"-94.043628, 28.855128",-94.043628, 28.855128
Saints,"-106.645646, 25.837092",-106.645646, 25.837092
49ers,"-106.645646, 25.837092",-106.645646, 25.837092
Saints,"-119.414399, 36.26939",-119.414399, 36.26939
Saints,"6.806486, 51.350795",6.806486, 51.350795
49ers,"6.806486, 51.350795",6.806486, 51.350795
Saints,"-90.519583, 30.031013",-90.519583, 30.031013
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
49ers,"-121.349795, 37.998938",-121.349795, 37.998938
Seahawks,"-121.349795, 37.998938",-121.349795, 37.998938
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-96.932509, 33.048438",-96.932509, 33.048438
49ers,"-89.57151, 36.497129",-89.57151, 36.497129
Saints,"-81.507905, 28.388218",-81.507905, 28.388218
49ers,"-81.507905, 28.388218",-81.507905, 28.388218
Seahawks,"-81.507905, 28.388218",-81.507905, 28.388218
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-121.349795, 37.998938",-121.349795, 37.998938
Seahawks,"-121.349795, 37.998938",-121.349795, 37.998938
49ers,"-121.349795, 37.998938",-121.349795, 37.998938
Seahawks,"-121.349795, 37.998938",-121.349795, 37.998938
Seahawks,"-124.848975, 45.543542",-124.848975, 45.543542
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
49ers,"18.318033, -34.35839",18.318033, -34.35839
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Saints,"-84.107404, 34.001413",-84.107404, 34.001413
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-124.059741, 46.433773",-124.059741, 46.433773
Seahawks,"-124.059741, 46.433773",-124.059741, 46.433773
Saints,"-89.001504, 30.386899",-89.001504, 30.386899
Cowboys,"-91.152764, 30.300976",-91.152764, 30.300976
Chiefs,"-82.758209, 27.694323",-82.758209, 27.694323
Saints,"-95.823268, 29.522325",-95.823268, 29.522325
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-117.86894, 33.606077",-117.86894, 33.606077
49ers,"-117.86894, 33.606077",-117.86894, 33.606077
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
49ers,"22.754295, 63.499051",22.754295, 63.499051
Bills,"-71.382444, 42.605989",-71.382444, 42.605989
Saints,"-94.043628, 28.855128",-94.043628, 28.855128
49ers,"-94.043628, 28.855128",-94.043628, 28.855128
Buccaneers,"-80.095586, 40.36158",-80.095586, 40.36158
Saints,"-82.069567, 26.531814",-82.069567, 26.531814
Saints,"-104.910562, 38.741142",-104.910562, 38.741142
Saints,"-117.065683, 32.638243",-117.065683, 32.638243
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Bengals,"-81.877771, 41.392684",-81.877771, 41.392684
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
Steelers,"-83.401316, 40.199677",-83.401316, 40.199677
Saints,"-90.519583, 30.031013",-90.519583, 30.031013
49ers,"-74.483289, 3.717432",-74.483289, 3.717432
Saints,"-75.280284, 39.871811",-75.280284, 39.871811
Saints,"-80.095586, 40.36158",-80.095586, 40.36158
49ers,"-121.349795, 37.998938",-121.349795, 37.998938
Seahawks,"-121.349795, 37.998938",-121.349795, 37.998938
Saints,"-105.214417, 39.783802",-105.214417, 39.783802
Steelers,"-83.401316, 40.199677",-83.401316, 40.199677
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Cowboys,"-97.80185, 26.135158",-97.80185, 26.135158
Cowboys,"-117.877463, 34.093451",-117.877463, 34.093451
Seahawks,"-122.395871, 47.777628",-122.395871, 47.777628
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
49ers,"-117.282538, 32.53962",-117.282538, 32.53962
Saints,"-119.953849, 39.350749",-119.953849, 39.350749
49ers,"-119.953849, 39.350749",-119.953849, 39.350749
Saints,"-86.912935, 33.294784",-86.912935, 33.294784
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Chiefs,"-77.485561, 38.840172",-77.485561, 38.840172
Eagles,"-77.485561, 38.840172",-77.485561, 38.840172
Browns,"-84.820309, 38.403186",-84.820309, 38.403186
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-122.655374, 45.424593",-122.655374, 45.424593
Saints,"-1.167773, 52.953996",-1.167773, 52.953996
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Bears,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Bears,"-87.940033, 41.644102",-87.940033, 41.644102
Saints,"-77.119401, 38.801826",-77.119401, 38.801826
49ers,"-77.119401, 38.801826",-77.119401, 38.801826
49ers,"-120.00574, 35.002086",-120.00574, 35.002086
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Chiefs,"-79.922434, 32.766578",-79.922434, 32.766578
Eagles,"-79.922434, 32.766578",-79.922434, 32.766578
Saints,"-115.209254, 35.984784",-115.209254, 35.984784
Cowboys,"-92.889433, 42.491921",-92.889433, 42.491921
Saints,"-92.889433, 42.491921",-92.889433, 42.491921
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-91.655009, 30.146096",-91.655009, 30.146096
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Giants,"-78.787722, 42.773812",-78.787722, 42.773812
Falcons,"-85.605166, 30.355644",-85.605166, 30.355644
Falcons,"-84.576827, 33.647503",-84.576827, 33.647503
Cardinals,"-93.402474, 44.85982",-93.402474, 44.85982
Browns,"-81.885646, 41.386334",-81.885646, 41.386334
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
Cowboys,"-94.61771, 33.004106",-94.61771, 33.004106
Saints,"-122.035311, 37.193164",-122.035311, 37.193164
Raiders,"-122.035311, 37.193164",-122.035311, 37.193164
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Colts,"-87.634643, 24.396308",-87.634643, 24.396308
Browns,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Giants,"-78.787722, 42.773812",-78.787722, 42.773812
Rams,"-118.668404, 33.704538",-118.668404, 33.704538
Saints,"-118.668404, 33.704538",-118.668404, 33.704538
Bills,"-79.76259, 40.477383",-79.76259, 40.477383
Eagles,"-81.188663, 31.922596",-81.188663, 31.922596
Patriots,"-73.508143, 41.187054",-73.508143, 41.187054
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Browns,"-95.586805, 29.506247",-95.586805, 29.506247
Raiders,"-117.72304, 35.573286",-117.72304, 35.573286
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Jets,"-74.056518, 40.224398",-74.056518, 40.224398
Saints,"-79.320401, 37.104861",-79.320401, 37.104861
49ers,"-79.320401, 37.104861",-79.320401, 37.104861
Lions,"-3.603023, 50.392741",-3.603023, 50.392741
Ravens,"-76.529787, 39.299126",-76.529787, 39.299126
Bills,"-76.529787, 39.299126",-76.529787, 39.299126
49ers,"-121.226663, 38.712987",-121.226663, 38.712987
Saints,"-6.475708, 53.350862",-6.475708, 53.350862
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Bears,"-87.951617, 42.83611",-87.951617, 42.83611
Ravens,"-97.538285, 32.569477",-97.538285, 32.569477
Bills,"-97.538285, 32.569477",-97.538285, 32.569477
Cowboys,"-97.538285, 32.569477",-97.538285, 32.569477
Colts,"-97.538285, 32.569477",-97.538285, 32.569477
49ers,"-97.538285, 32.569477",-97.538285, 32.569477
Seahawks,"-97.538285, 32.569477",-97.538285, 32.569477
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Saints,"-95.823268, 29.522325",-95.823268, 29.522325
Bills,"-78.797966, 42.724114",-78.797966, 42.724114
Browns,"-81.877771, 41.392684",-81.877771, 41.392684
49ers,"-106.645646, 25.837092",-106.645646, 25.837092
Packers,"-88.139804, 44.47174",-88.139804, 44.47174
Colts,"-85.828174, 39.944144",-85.828174, 39.944144
Chiefs,"-72.998069, 41.246404",-72.998069, 41.246404
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Chiefs,"-0.927685, 51.439249",-0.927685, 51.439249
Patriots,"-0.927685, 51.439249",-0.927685, 51.439249
Browns,"-81.036848, 29.205427",-81.036848, 29.205427
Lions,"-87.135317, 45.708432",-87.135317, 45.708432
Chiefs,"-94.903464, 39.695403",-94.903464, 39.695403
Saints,"-121.300453, 37.768376",-121.300453, 37.768376
49ers,"-121.300453, 37.768376",-121.300453, 37.768376
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Packers,"-86.216235, 41.621439",-86.216235, 41.621439
Panthers,"-81.281029, 35.173615",-81.281029, 35.173615
Saints,"-94.312073, 46.31474",-94.312073, 46.31474
Browns,"-76.979663, 39.031238",-76.979663, 39.031238
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Steelers,"-80.132153, 40.790079",-80.132153, 40.790079
Eagles,"-83.67529, 36.540739",-83.67529, 36.540739
Jets,"-74.041878, 40.570842",-74.041878, 40.570842
Buccaneers,"-78.818343, 35.715805",-78.818343, 35.715805
49ers,"-122.066245, 37.924231",-122.066245, 37.924231
Saints,"-102.8322, 46.84707",-102.8322, 46.84707
49ers,"-102.8322, 46.84707",-102.8322, 46.84707
Chiefs,"-71.076232, 42.386579",-71.076232, 42.386579
Eagles,"-71.076232, 42.386579",-71.076232, 42.386579
Saints,"-84.386548, 30.365093",-84.386548, 30.365093
49ers,"-84.386548, 30.365093",-84.386548, 30.365093
Packers,"-88.139804, 44.47174",-88.139804, 44.47174
Broncos,"-78.991697, 33.617059",-78.991697, 33.617059
Patriots,"-78.991697, 33.617059",-78.991697, 33.617059
Texans,"-95.823268, 29.522325",-95.823268, 29.522325
Texans,"-95.600652, 30.643296",-95.600652, 30.643296
Lions,"-92.282745, 46.650616",-92.282745, 46.650616
Bears,"-122.790065, 45.421863",-122.790065, 45.421863
Saints,"-106.791691, 35.015891",-106.791691, 35.015891
Chiefs,"-115.158143, 35.917793",-115.158143, 35.917793
Jets,"-74.041878, 40.570842",-74.041878, 40.570842
Saints,"-95.823268, 29.522325",-95.823268, 29.522325
Bengals,"-82.838543, 39.8113",-82.838543, 39.8113
Steelers,"-79.639319, 43.403221",-79.639319, 43.403221
49ers,"-79.639319, 43.403221",-79.639319, 43.403221
Giants,"-74.026675, 40.683935",-74.026675, 40.683935
49ers,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-122.828036, 45.517386",-122.828036, 45.517386
Seahawks,"-122.828036, 45.517386",-122.828036, 45.517386
Bengals,"-84.753305, 39.07942",-84.753305, 39.07942
Packers,"-75.563587, 38.788657",-75.563587, 38.788657
Patriots,"-75.563587, 38.788657",-75.563587, 38.788657
49ers,"-101.96758, 35.098693",-101.96758, 35.098693
Saints,"-117.184394, 33.447541",-117.184394, 33.447541
Saints,"-6.036116, 54.543241",-6.036116, 54.543241
Bengals,"-81.631799, 40.732694",-81.631799, 40.732694
Browns,"-81.631799, 40.732694",-81.631799, 40.732694
Saints,"-85.605166, 30.355644",-85.605166, 30.355644
Browns,"-84.820309, 38.403186",-84.820309, 38.403186
Packers,"-118.395904, 34.075963",-118.395904, 34.075963
Saints,"-119.172179, 35.255821",-119.172179, 35.255821
Broncos,"-83.051445, 7.20386",-83.051445, 7.20386
Chiefs,"-110.449337, 31.434345",-110.449337, 31.434345
Buccaneers,"-83.353955, 32.04683",-83.353955, 32.04683
Saints,"-91.152764, 30.300976",-91.152764, 30.300976
Ravens,"-78.797966, 42.724114",-78.797966, 42.724114
Cowboys,"-96.932509, 33.048438",-96.932509, 33.048438
Packers,"-1.372296, 54.538762",-1.372296, 54.538762
Bills,"-101.357743, 48.182195",-101.357743, 48.182195
49ers,"-123.224215, 49.19854",-123.224215, 49.19854
Raiders,"-121.373031, 38.66773",-121.373031, 38.66773
Vikings,"-90.285434, 29.969126",-90.285434, 29.969126
